Артикул	Наименование	Раздел	Бренд	Штрих-код	Серия	Модель	Главное фото	Изображение 2	Изображение 3	Изображение 4	Изображение 5	Изображение 6	Изображение 7	Изображение 8	Изображение 9	Изображение 10	Изображение 11	Изображение 12	Чертёж	Инструкция	Видео (монтаж изделия)	Видео (обзор)	Видео  (сборка)		Ссылка на изображения (файлообменник с фотографиями)	Ссылка на инструкции и схемы (jpg, pdf файлы)	Длина, см	Ширина, см	Высота, см	Вес, кг (вес товара без упаковки)	Ширина упаковки, м	Длина упаковки, м	Глубина упаковки, м	Материал упаковки 	Количество коробок	Объем, м3 (объем товара в упаковке)	Масса, кг (вес товара вместе с упаковкой)	Регулировка	Цвет	Направление  выпуска	Диаметр слива, см	Длина внешней части, см	Ширина внешней части, см	Диаметр  подключения, см	Вид затвора	Материал слива	Материал решетки	Вид решетки	Регулировка	Размещение	Монтаж	Макс. пропускная способность, л/мин	Гарантия	Комплектация	ОПИСАНИЕ	Страна	 Цена
095137	Желоб BERGES водосток напольный С1 Norma 600 нержавеющая сталь, матовый черный, S-сифон D50 боковой	Желоба и трапы	BERGES	4610095790531	C1 Norma	C1 Norma 600	https://berges.ru/image/catalog/Channels/C1_Norma/C1_norma_goriz_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/01_int_norma_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/skhema_C1_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/03_norma_instal_h.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/04_color_Norma.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/05_turn_norma.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg					https://berges.ru/image/catalog/Channels/draw/Norma_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=610&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://youtu.be/QloZZqJKrIE			https://disk.yandex.ru/d/v7T8PBeETNCdvg?w=1	https://disk.yandex.ru/d/ZTc-WArJrALFhA?w=1	69,5	31,2	7,5	2,7	0,18	0,74	0,14	картон	1	0,018648	3,1	по высоте	черный матовый	боковой	5	60	5,9	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Фиксирующие кронштейны для переворота решетки под вклейку плитки, пластик Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Norma это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Благодаря возможности переворота решетки и вклейки плитки, вы ощутите цельность пространства в вашей ванной комнате и душевой.	Турция	  23 150 
095138	Желоб BERGES водосток напольный С1 Norma 700 нержавеющая сталь, матовый черный, S-сифон D50 боковой	Желоба и трапы	BERGES	4610095793563	C1 Norma	C1 Norma 700	https://berges.ru/image/catalog/Channels/C1_Norma/C1_norma_goriz_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/01_int_norma_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/skhema_C1_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/03_norma_instal_h.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/04_color_Norma.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/05_turn_norma.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg					https://berges.ru/image/catalog/Channels/draw/Norma_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=610&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://youtu.be/QloZZqJKrIE			https://disk.yandex.ru/d/v7T8PBeETNCdvg?w=1	https://disk.yandex.ru/d/ZTc-WArJrALFhA?w=1	79,5	12,1	22	2,9	0,18	0,86	0,14	картон	1	0,021672	3,3	по высоте	черный матовый	боковой	5	70	6	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Фиксирующие кронштейны для переворота решетки под вклейку плитки, пластик Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Norma это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Благодаря возможности переворота решетки и вклейки плитки, вы ощутите цельность пространства в вашей ванной комнате и душевой.	Турция	  24 680 
095037	Желоб BERGES водосток напольный С1 Norma 600 нержавеющая сталь, матовый черный, S-сифонD50/110 вертикальный	Желоба и трапы	BERGES	4610095790562	C1 Norma	C1 Norma 600	https://berges.ru/image/catalog/Channels/C1_Norma/C1_norma_vert_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/01_int_norma_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/skhema_C1_vert.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/03_norma_instal_h.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/04_color_Norma.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/05_turn_norma.jpg	https://berges.ru/image/catalog/Channels/united/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg					https://berges.ru/image/catalog/Channels/draw/Norma_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=610&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://youtu.be/QloZZqJKrIE			https://disk.yandex.ru/d/1qgSaWZwx8ZQzg?w=1	https://disk.yandex.ru/d/ZTc-WArJrALFhA?w=1	69,5	12,1	22	2,7	0,18	0,74	0,14	картон	1	0,018648	3,1	по высоте	черный матовый	вертикальный	5	60	5,9	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Фиксирующие кронштейны для переворота решетки под вклейку плитки, пластик Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Norma это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Благодаря возможности переворота решетки и вклейки плитки, вы ощутите цельность пространства в вашей ванной комнате и душевой.	Турция	  23 150 
095038	Желоб BERGES водосток напольный С1 Norma 700 нержавеющая сталь, матовый черный, S-сифонD50/110 вертикальный	Желоба и трапы	BERGES	4610095793594	C1 Norma	C1 Norma 700	https://berges.ru/image/catalog/Channels/C1_Norma/C1_norma_vert_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/01_int_norma_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/skhema_C1_vert.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/03_norma_instal_h.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/04_color_Norma.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/05_turn_norma.jpg	https://berges.ru/image/catalog/Channels/united/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg					https://berges.ru/image/catalog/Channels/draw/Norma_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=610&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://youtu.be/QloZZqJKrIE			https://disk.yandex.ru/d/1qgSaWZwx8ZQzg?w=1	https://disk.yandex.ru/d/ZTc-WArJrALFhA?w=1	79,5	12,1	22	2,9	0,18	0,86	0,14	картон	1	0,021672	3,3	по высоте	черный матовый	вертикальный	5	70	6	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Фиксирующие кронштейны для переворота решетки под вклейку плитки, пластик Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Norma это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Благодаря возможности переворота решетки и вклейки плитки, вы ощутите цельность пространства в вашей ванной комнате и душевой.	Турция	  24 680 
095139	Желоб BERGES водосток напольный С1 Norma 800 нержавеющая сталь, матовый черный, S-сифон D50 боковой	Желоба и трапы	BERGES	4610095790548	C1 Norma	C1 Norma 800	https://berges.ru/image/catalog/Channels/C1_Norma/C1_norma_goriz_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/01_int_norma_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/skhema_C1_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/03_norma_instal_h.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/04_color_Norma.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/05_turn_norma.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg					https://berges.ru/image/catalog/Channels/draw/Norma_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=610&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://youtu.be/QloZZqJKrIE			https://disk.yandex.ru/d/v7T8PBeETNCdvg?w=1	https://disk.yandex.ru/d/ZTc-WArJrALFhA?w=1	89,5	31,2	7,5	3,1	0,18	0,93	0,14	картон	1	0,023436	3,5	по высоте	черный матовый	боковой	5	80	5,9	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Фиксирующие кронштейны для переворота решетки под вклейку плитки, пластик Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Norma это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Благодаря возможности переворота решетки и вклейки плитки, вы ощутите цельность пространства в вашей ванной комнате и душевой.	Турция	  26 320 
095039	Желоб BERGES водосток напольный С1 Norma 800 нержавеющая сталь, матовый черный, S-сифон D50/110 вертикальный	Желоба и трапы	BERGES	4610095790579	C1 Norma	C1 Norma 800	https://berges.ru/image/catalog/Channels/C1_Norma/C1_norma_vert_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/01_int_norma_black.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/skhema_C1_vert.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/03_norma_instal_h.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/04_color_Norma.jpg	https://berges.ru/image/catalog/Channels/C1_Norma/05_turn_norma.jpg	https://berges.ru/image/catalog/Channels/united/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg					https://berges.ru/image/catalog/Channels/draw/Norma_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=610&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://youtu.be/QloZZqJKrIE			https://disk.yandex.ru/d/1qgSaWZwx8ZQzg?w=1	https://disk.yandex.ru/d/ZTc-WArJrALFhA?w=1	89,5	12,1	22	3,1	0,18	0,93	0,14	картон	1	0,023436	3,5	по высоте	черный матовый	вертикальный	5	80	5,9	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Фиксирующие кронштейны для переворота решетки под вклейку плитки, пластик Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Norma это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Благодаря возможности переворота решетки и вклейки плитки, вы ощутите цельность пространства в вашей ванной комнате и душевой.	Турция	  26 320 
090128	Желоб BERGES водосток C1 Brise 300, матовый хром, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016712042	C1 Brise	C1 Brise 300	https://berges.ru/image/catalog/Channels/C1_Brise/C1_brise_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/01_int_brise.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/skhema_C1_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/03_brise_instal_h.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg							https://berges.ru/image/catalog/Channels/draw/Norma_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=574&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=z3zaNlq3qgU&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=15			https://yadi.sk/d/M2GCEQnAObeIHA	https://yadi.sk/d/E7bebR_7zjqEGA	39,5	31,2	7,5	2,1	0,18	0,54	0,14	картон	1	0,013608	2,5	по высоте	матовый хром	боковой	5	30	6	5	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Brise это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  12 510 
090129	Желоб BERGES водосток C1 Brise 400, матовый хром, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016712059	C1 Brise	C1 Brise 400	https://berges.ru/image/catalog/Channels/C1_Brise/C1_brise_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/01_int_brise.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/skhema_C1_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/03_brise_instal_h.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg							https://berges.ru/image/catalog/Channels/draw/Norma_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=574&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=z3zaNlq3qgU&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=15			https://yadi.sk/d/uNNkE58dyGEPpA	https://yadi.sk/d/T5MWTOUI3z1Itg	49,5	31,2	7,5	2,3	0,18	0,54	0,14	картон	1	0,013608	2,7	по высоте	матовый хром	боковой	5	40	6	5	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Brise это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  14 600 
090130	Желоб BERGES водосток C1 Brise 500, матовый хром, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016712066	C1 Brise	C1 Brise 500	https://berges.ru/image/catalog/Channels/C1_Brise/C1_brise_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/01_int_brise.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/skhema_C1_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/03_brise_instal_h.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg							https://berges.ru/image/catalog/Channels/draw/Norma_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=574&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=z3zaNlq3qgU&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=15			https://yadi.sk/d/aYw38E9XcIEMpg	https://yadi.sk/d/BMM0tmBCfwaRWw	59,5	31,2	7,5	2,5	0,18	0,74	0,14	картон	1	0,018648	2,9	по высоте	матовый хром	боковой	5	50	6	5	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Brise это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  17 960 
090131	Желоб BERGES водосток C1 Brise 600, матовый хром, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016712073	C1 Brise	C1 Brise 600	https://berges.ru/image/catalog/Channels/C1_Brise/C1_brise_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/01_int_brise.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/skhema_C1_goriz.jpg	https://berges.ru/image/catalog/Channels/C1_Brise/03_brise_instal_h.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg							https://berges.ru/image/catalog/Channels/draw/Norma_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=574&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=z3zaNlq3qgU&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=15			https://yadi.sk/d/qfyYuE2P68ghmw	https://yadi.sk/d/pe6kMUTIvtI-3g	69,5	31,2	7,5	2,7	0,18	0,74	0,14	картон	1	0,018648	3,1	по высоте	матовый хром	боковой	5	60	6	5	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Монтажные вставки, металл Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges C1 Brise это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  20 220 
