Наименование	Артикул	Категория	ОПТ ₽	РРЦ ₽	Штрих-код	Бренд	Страна	Гарантия	Фото 0	Фото 1	Фото 2	Фото 3	Фото 4	СХЕМА	Модификация	Установка	Форма	Материал	Цвет	Объем, л	Антискользящее покрытие	Подголовник	Ручки	Слив-перелив	Расположение cлива	Каркас	Ножки	Комплектация	Мультимедиа	Дезинфекция	Озонирование	Хромотерапия	Защита от сухого пуска	Гидромассаж	Форсунок гидромассажа	Массаж спины	Аэромассаж	Форсунок аэромассажа	Исполнение форсунок	Тип управления	Регулировка интенсивности массажа	Длина, см	Ширина, см	Высота, см	Глубина, см	Длина упаковки, м	Ширина упаковки, м	Высота упаковки, м	Объем упаоквки, м3	Вес в упаковке, кг
Прозрачная ванна ABBER Kristall AT9702Emerald зеленая	AT9702Emerald	Ванны	338 390	473 765	4603757436748	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702emerald-zelenaya_kg_big_6277.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702emerald-zelenaya_kgi_big_23908.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702emerald-zelenaya_kgi_big_23909.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702emerald-zelenaya_kgi_big_23910.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702emerald-zelenaya_kgi_big_23911.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	зеленый	250	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	52	42	1,89	0,83	0,745	1,169	153
Прозрачная ванна ABBER Kristall AT9702Aquamarin бирюзовая	AT9702Aquamarin	Ванны	338 390	473 765	4603757436755	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702aquamarin-biryuzovaya_kg_big_6272.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702aquamarin-biryuzovaya_kgi_big_23890.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702aquamarin-biryuzovaya_kgi_big_23891.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702aquamarin-biryuzovaya_kgi_big_23892.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702aquamarin-biryuzovaya_kgi_big_23893.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	бирюзовый	250	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	52	42	1,89	0,83	0,745	1,169	153
Прозрачная ванна ABBER Kristall AT9702Amethyst фиолетовая	AT9702Amethyst	Ванны	338 390	473 765	4603757436762	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702amethyst-fioletovaya_kg_big_6281.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702amethyst-fioletovaya_kgi_big_23923.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702amethyst-fioletovaya_kgi_big_23924.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702amethyst-fioletovaya_kgi_big_23925.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702amethyst-fioletovaya_kgi_big_23926.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	фиолетовый	250	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	52	42	1,89	0,83	0,745	1,169	153
Прозрачная ванна ABBER Kristall AT9705Aquamarin бирюзовая	AT9705Aquamarin	Ванны	380 000	532 000	4603757436885	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705aquamarin-biryuzovaya_kg_big_6280.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705aquamarin-biryuzovaya_kgi_big_23919.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705aquamarin-biryuzovaya_kgi_big_23920.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705aquamarin-biryuzovaya_kgi_big_23921.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9705aquamarin-biryuzovaya_kgi_big_23922.jpg	универсальная	отдельностоящая	круглая	полиэфирная смола	бирюзовый	380	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	150	150	64,6	46,7	1,59	1,59	0,8	2,022	158
Прозрачная ванна ABBER Kristall AT9706Opal коричневая	AT9706Opal	Ванны	361 000	505 400	4603757436908	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706opal-korichnevaya_kg_big_6271.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706opal-korichnevaya_kgi_big_23883.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706opal-korichnevaya_kgi_big_23884.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706opal-korichnevaya_kgi_big_23885.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706opal-korichnevaya_kgi_big_23886.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706opal-korichnevaya_kgi_big_23889.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	коричневый	245	нет	нет	нет	нет	стандартное	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	42	1,79	0,89	0,745	1,187	168
Прозрачная ванна ABBER Kristall AT9706Emerald зеленая	AT9706Emerald	Ванны	361 000	505 400	4603757436915	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706emerald-zelenaya_kg_big_6283.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706emerald-zelenaya_kgi_big_23930.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706emerald-zelenaya_kgi_big_23931.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706emerald-zelenaya_kgi_big_23932.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706emerald-zelenaya_kgi_big_23933.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	зеленый	245	нет	нет	нет	нет	стандартное	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	42	1,79	0,89	0,745	1,187	168
Прозрачная ванна ABBER Kristall AT9706Aquamarin бирюзовая	AT9706Aquamarin	Ванны	361 000	505 400	4603757436922	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706aquamarin-biryuzovaya_kg_big_6279.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706aquamarin-biryuzovaya_kgi_big_23915.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706aquamarin-biryuzovaya_kgi_big_23916.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706aquamarin-biryuzovaya_kgi_big_23917.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706aquamarin-biryuzovaya_kgi_big_23918.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	бирюзовый	245	нет	нет	нет	нет	стандартное	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	42	1,79	0,89	0,745	1,187	168
Прозрачная ванна ABBER Kristall AT9706Saphir синяя	AT9706Saphir	Ванны	361 000	505 400	4603757436939	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706saphir-sinyaya_kg_big_6269.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706saphir-sinyaya_kgi_big_23876.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706saphir-sinyaya_kgi_big_23877.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706saphir-sinyaya_kgi_big_23878.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9706saphir-sinyaya_kgi_big_23879.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	синий	245	нет	нет	нет	нет	стандартное	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	42	1,79	0,89	0,745	1,187	168
Ванна из искусственного камня ABBER Blitz AS9501GB	AS9501GB	Ванны	199 500	279 300	4603757436601	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9501gb_kg_big_6051_huq1.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9501gb_kgi_big_17765_huq1.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9501gb_kgi_big_17766_huq1.jpg			https://gemy-russia.ru/imgcatalog/ki-6051-big-vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9501gb-wkiw37.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	белый мрамор	220	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	60	46,8	1,89	0,91	0,685	1,18	220
Ванна из искусственного камня ABBER Blitz AS9501WL	AS9501WL	Ванны	199 500	279 300	4603757421324	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9501wl_kg_big_6045.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9501wl_kgi_big_17458.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9501wl_kgi_big_17459.jpg			https://gemy-russia.ru/imgcatalog/ki-6045-big-vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9501wl-u04jul.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	черный мрамор	220	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	60	46,8	1,89	0,91	0,685	1,18	220
Прозрачная ванна ABBER Kristall AT9702Rubin красная	AT9702Rubin	Ванны	338 390	473 746	4603757426138	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702rubin-krasnaya_kg_big_6049.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702rubin-krasnaya_kgi_big_17471.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702rubin-krasnaya_kgi_big_17472.jpg			https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702rubin-krasnaya_kgi_big_17473.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	красный	250	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	52	42	1,89	0,83	0,745	1,169	153
Прозрачная ванна ABBER Kristall AT9703Opal коричневая	AT9703Opal	Ванны	318 250	445 550	4603757425681	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703opal-korichnevaya_kg_big_6046.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703opal-korichnevaya_kgi_big_17461.jpg				https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703opal-korichnevaya_kgi_big_17462.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	коричневый	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,83	0,745	1,107	170
Прозрачная ванна ABBER Kristall AT9703Rubin красная	AT9703Rubin	Ванны	318 250	445 550	4603757425698	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703rubin-krasnaya_kg_big_6048.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703rubin-krasnaya_kgi_big_17469.jpg	https://gemy-russia.ru/imgcatalog/ki-6048-big-prozrachnaya-vanna-abber-kristall-at9703rubin-krasnaya-1jvofp.jpg	https://gemy-russia.ru/imgcatalog/ki-6048-big-prozrachnaya-vanna-abber-kristall-at9703rubin-krasnaya-yt12sj.jpg	https://gemy-russia.ru/imgcatalog/ki-6048-big-prozrachnaya-vanna-abber-kristall-at9703rubin-krasnaya-jtg52t.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9703rubin-krasnaya_kgi_big_17470.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	красный	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,83	0,745	1,107	170
Прозрачная ванна ABBER Kristall AT9704Opal подвесная коричневая	AT9704Opal	Ванны	408 500	571 900	4603757425704	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704opal-podvesnaya-korichnevaya_kg_big_6047.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704opal-podvesnaya-korichnevaya_kgi_big_17463.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704opal-podvesnaya-korichnevaya_kgi_big_17464.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704opal-podvesnaya-korichnevaya_kgi_big_17465.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704opal-podvesnaya-korichnevaya_kgi_big_17466.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704opal-podvesnaya-korichnevaya_kgi_big_17468.jpg	универсальная	подвесная	овальная	полиэфирная смола	коричневый	240	нет	нет	нет	нет	по центру	нет	нет	донный клапан	нет	нет	нет	нет	нет	нет		нет	нет				нет	180	80	51,2	39	1,89	0,89	0,662	1,114	135
Ванна из искусственного камня ABBER Dortmund AM9911 белая матовая	AM9911	Ванны	109 250	152 950	4603757436076	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911-belaya_kg_big_5997.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911-belaya_kgi_big_17312.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911-belaya_kgi_big_17313.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911-belaya_kgi_big_17314.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911-belaya_kgi_big_17315.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911-belaya_kgi_big_17318.jpg	универсальная	отдельностоящая	овальная	искусственный камень	белый матовый	290	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	65
Ванна из искусственного камня ABBER Dortmund AM9911B черная матовая	AM9911B	Ванны	114 950	160 930	4603757436083	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911b-chernaya_kg_big_6001.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911b-chernaya_kgi_big_17337.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911b-chernaya_kgi_big_17338.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911b-chernaya_kgi_big_17339.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911b-chernaya_kgi_big_17340.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911b-chernaya_kgi_big_17342.jpg	универсальная	отдельностоящая	овальная	искусственный камень	черный матовый	290	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	65
Ванна из искусственного камня ABBER Dortmund AM9911G серая матовая	AM9911G	Ванны	114 950	160 930	4603757436090	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911g-seraya_kg_big_6002.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911g-seraya_kgi_big_17343.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911g-seraya_kgi_big_17344.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911g-seraya_kgi_big_17345.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911g-seraya_kgi_big_17346.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-dortmund-am9911g-seraya_kgi_big_17349.jpg	универсальная	отдельностоящая	овальная	искусственный камень	серый матовый	290	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	65
Ванна из искусственного камня ABBER Berlin AM9912 белая матовая	AM9912	Ванны	109 250	152 950	4603757436106	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912-belaya_kg_big_6000.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912-belaya_kgi_big_17331.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912-belaya_kgi_big_17332.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912-belaya_kgi_big_17333.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912-belaya_kgi_big_17334.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912-belaya_kgi_big_17336.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	белый матовый	350	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	72
Ванна из искусственного камня ABBER Berlin AM9912B черная матовая	AM9912B	Ванны	114 950	160 930	4603757436113	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912b-chernaya_kg_big_5999.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912b-chernaya_kgi_big_17324.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912b-chernaya_kgi_big_17325.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912b-chernaya_kgi_big_17326.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912b-chernaya_kgi_big_17327.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912b-chernaya_kgi_big_17330.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	черный матовый	350	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	72
Ванна из искусственного камня ABBER Berlin AM9912G серая матовая	AM9912G	Ванны	114 950	160 930	4603757436120	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912g-seraya_kg_big_5996.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912g-seraya_kgi_big_17306.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912g-seraya_kgi_big_17307.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912g-seraya_kgi_big_17308.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912g-seraya_kgi_big_17309.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-berlin-am9912g-seraya_kgi_big_17311.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	серый матовый	350	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	72
Ванна из искусственного камня ABBER Frankfurt AM9941 белая матовая	AM9941	Ванны	109 250	152 950	4603757436137	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941-belaya_kg_big_5995.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941-belaya_kgi_big_17298.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941-belaya_kgi_big_17299.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941-belaya_kgi_big_17300.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941-belaya_kgi_big_17303.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941-belaya_kgi_big_17297.jpg	универсальная	отдельностоящая	овальная	искусственный камень	белый матовый	325	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	70
Ванна из искусственного камня ABBER Frankfurt AM9941B черная матовая	AM9941B	Ванны	114 950	160 930	4603757436144	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941b-chernaya_kg_big_5994.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941b-chernaya_kgi_big_17290.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941b-chernaya_kgi_big_17291.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941b-chernaya_kgi_big_17292.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941b-chernaya_kgi_big_17293.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941b-chernaya_kgi_big_17296.jpg	универсальная	отдельностоящая	овальная	искусственный камень	черный матовый	325	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	70
Ванна из искусственного камня ABBER Frankfurt AM9941G серая матовая	AM9941G	Ванны	114 950	160 930	4603757436151	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941g-seraya_kg_big_5998.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941g-seraya_kgi_big_17319.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941g-seraya_kgi_big_17320.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941g-seraya_kgi_big_17321.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941g-seraya_kgi_big_17322.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvenogo-kamnya-abber-frankfurt-am9941g-seraya_kgi_big_17323.jpg	универсальная	отдельностоящая	овальная	искусственный камень	серый матовый	325	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	60	46	1,72	0,77	0,63	0,834	70
Прозрачная ванна ABBER Kristall AT9704Rubin подвесная красная	AT9704Rubin	Ванны	408 500	571 900	4603757425711	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704rubin-podvesnaya-krasnaya_kg_big_5896.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704rubin-podvesnaya-krasnaya_kgi_big_16963.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704rubin-podvesnaya-krasnaya_kgi_big_16964.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704rubin-podvesnaya-krasnaya_kgi_big_16965.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704rubin-podvesnaya-krasnaya_kgi_big_16966.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9704rubin-podvesnaya-krasnaya_kgi_big_16967.jpg	универсальная	подвесная	овальная	полиэфирная смола	красный	240	нет	нет	нет	нет	по центру	нет	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	80	51,2	39	1,89	0,89	0,662	1,114	135
Ванна из искусственного камня ABBER Stein AS9679Blau голубая	AS9679Blau	Ванны	285 000	399 000	4603757426039	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9679blau-golubaya_kg_big_5901.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9679blau-golubaya_kgi_big_16978.jpg				https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9679blau-golubaya_kgi_big_16979.jpg	универсальная	отдельностоящая	круглая	искусственный камень	голубой	420	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	150	55	43	1,59	1,59	0,7	1,77	250
