Артикул	Наименование	Раздел	Код	ОПТОВАЯ ЦЕНА руб.	РОЗНИЧНАЯ ЦЕНА руб.	Вес общий (кг)	Размер (ШхВхГ) мм 	Ширина изделия мм	Высота изделия мм	Глубина изделия мм	Материал	Цвет	Ширина в коробке мм	Высота в коробке мм	Глубина в коробке мм	Штрихкод	Отверстие для смесителя 	Переливное отверстие	Форма чаши 	Вариант установки 	Производитель 	Гарантия	Описание	URL страницы детального просмотра	Фото 0	Фото 1	Фото 2	Фото 3	Фото 4 	Фото 5	Фото 6	Фото 7	Фото 8	Фото 9	Фото 10	Схема
00004148750	COMFORTY. Раковина 102	Раковины	102	4 620р.	6 460р.	6,5	358x137x358	358	137	358	Санфарфор	Белый	515	430	455	4630015258064	Нет	Нет	Круглая	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 358*137*358 мм Цвет: белый Вес - 6.5 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм  	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-102/	https://www.comforty.ru/upload/iblock/83a/83a8158c39a8056aad5db39791bfafcc.jpg	https://www.comforty.ru/upload/iblock/bf8/bf87ca3c9c2cf2d6933ea6335d24990b.jpg	https://www.comforty.ru/upload/iblock/adc/adc89263b3d5b14a450712597ab5e3d9.jpg	https://www.comforty.ru/upload/iblock/dd3/dd3a1a7ba3664dd0ba152f17873e2b64.jpg	https://www.comforty.ru/upload/iblock/ca5/ca5315e1c546427f27c4f26099ea7258.jpg	https://www.comforty.ru/upload/iblock/495/495a807015d4f9759a7e4a6d5ecdb2cb.jpg	https://www.comforty.ru/upload/iblock/dda/ddaa351c47c0c0427a32ee0031118d37.jpg	https://www.comforty.ru/upload/iblock/4e9/4e98376e92e363f0ddd369feaf67c771.jpg	-	-		https://www.comforty.ru/upload/iblock/312/3126273ce8eac02b0906b409d2ac85bb.jpg
00004148755	COMFORTY. Раковина 103 MB черная матовая	Раковины	103MB	6 300р.	8 810р.	6,5	358x137x358	358	137	358	Санфарфор	Черный	385	170	385	4630015258118	Нет	Нет	Круглая	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 358*137*358 мм Цвет: черный матовый Вес - 6.5 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу. Внешняя поверхность чаши декорирована горизонтальными линиями.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм  	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-103mb/	https://www.comforty.ru/upload/iblock/0cc/0cc64f8f2ea659d9c390ae4ecae95b15.jpg	https://www.comforty.ru/upload/iblock/3c9/3c9831bad23c29c2657e63ee91af3d22.jpg	https://www.comforty.ru/upload/iblock/6d6/6d6f64d23fbea7c31f0ab7e3d37c0350.jpg	https://www.comforty.ru/upload/iblock/30b/30b431c4ec29c4f6bc9f5f519c9f3a7f.jpg	-	-	-	-	-	-		https://www.comforty.ru/upload/iblock/e05/e056bc2525d4baa7cc5eccea6f643533.jpg
00004150372	COMFORTY. Раковина 104	Раковины	104	5 320р.	7 440р.	7,2	415x155x415	415	155	415	Санфарфор	Белый	440	180	440	4630015258668	Нет	Нет	Круглая	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 415*155*415 мм Цвет: белый Вес - 7,2 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм  	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-104/	https://www.comforty.ru/upload/iblock/865/86517ec886b62579b946ac397183e93c.jpg	https://www.comforty.ru/upload/iblock/b5b/b5b81a92ed5a5cf8efe73e66214fcc94.jpg	https://www.comforty.ru/upload/iblock/b27/b278fdd123f7b1ea50a2f64326b435f9.jpg	-	-	-	-	-	-	-		https://www.comforty.ru/upload/iblock/872/872c5b09a89d20ca0aa17ed8a7b00b92.jpg
00004150370	COMFORTY. Раковина 107	Раковины	107	4 620р.	6 460р.	6,2	358x137x358	358	137	358	Санфарфор	Белый	385	180	385	4630015258644	Нет	Нет	Круглая	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 358*155*358 мм Цвет: белый Вес - 6.2 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм  	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-107/	https://www.comforty.ru/upload/iblock/e1f/e1faee2e4ff425d29d97f24434acf70b.jpg	https://www.comforty.ru/upload/iblock/579/57917207a225ea92a68304e6822d1927.jpg	https://www.comforty.ru/upload/iblock/248/24834aa028fa87f8dc19a9a679fdedd0.jpg	https://www.comforty.ru/upload/iblock/9f9/9f9dbc81486ef47a48a32c2f3f8a01e3.jpg	https://www.comforty.ru/upload/iblock/068/0684754eeb9ca3eaab98bb0ae3e458c5.jpg	https://www.comforty.ru/upload/iblock/51c/51c4f2f69b26f0bd4ca572b207caf54c.jpg	https://www.comforty.ru/upload/iblock/8bf/8bf930c54e5e281be6caf8185d61ef25.jpg	https://www.comforty.ru/upload/iblock/940/9402c95379a4295f18a9d845662e996b.jpg	-	-		https://www.comforty.ru/upload/iblock/3b9/3b9a1a00c9f0f954545379508d74d395.jpg
00004150371	COMFORTY. Раковина 107 MB черная матовая	Раковины	107MB	8 130р.	11 360р.	6,2	358x137x358	358	137	358	Санфарфор	Черный	385	180	385	4630015258651	Нет	Нет	Круглая	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 358*155*358 мм Цвет: черный матовый Вес - 6.2 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм  	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-107mb/	https://www.comforty.ru/upload/iblock/2c5/2c5ee24fd3dc873809527d5494888c0a.jpg	https://www.comforty.ru/upload/iblock/ad4/ad44b4a7456f2161931fa5417d4e2d89.jpg	https://www.comforty.ru/upload/iblock/91d/91d2d35e052d927ca7f813e449e5ea73.jpg	https://www.comforty.ru/upload/iblock/bb5/bb5c6d825e2f2eddd7ac4108d1c3d114.jpg	https://www.comforty.ru/upload/iblock/3e8/3e819be6b585e4c80be7d33c321069f7.jpg	https://www.comforty.ru/upload/iblock/91d/91d29dbbe07fb5b6acc27695f8493186.jpg	-	-	-	-		https://www.comforty.ru/upload/iblock/f19/f195a648f68a754823f47e1f067c1d3e.jpg
00004148151	COMFORTY. Раковина 7078A	Раковины	7078A	5 190р.	7 250р.	10	405x150x405	405	150	405	Санфарфор	Белый	430	170	430	4630015257845	Нет	Нет	Круглая	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 405*150*405 мм Цвет: белый Вес - 10 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-7078a/	https://www.comforty.ru/upload/iblock/905/905b0d85479496aa49b82735bf5e0972.jpg	https://www.comforty.ru/upload/iblock/39c/39cd7e371dc91eddc0f9927a1aa9bf1b.jpg	https://www.comforty.ru/upload/iblock/23b/23bbeed3045c3ebed34f548eea14901d.jpg	https://www.comforty.ru/upload/iblock/f0f/f0fa9cb45fe0bb86f9c0bdca780e378a.jpg	https://www.comforty.ru/upload/iblock/9a5/9a512b8193103ac9c496632df42f4988.jpg	https://www.comforty.ru/upload/iblock/201/201780d309d6a18c08f4c0daa280c724.jpg	-	-	-	-		https://www.comforty.ru/upload/iblock/8e5/8e5ebdb443c20ec13769c523603ed170.jpg
00004139799	COMFORTY. Раковина 7078ABW черный/белый	Раковины	7078ABW	6 450р.	9 010р.	8	405x150x405	405	150	405	Санфарфор	Черный	430	170	430	4630015255124	Нет	Нет	Круглая	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 405*150*405 мм Цвет: черный/белый Вес - 10 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-7078abw/	https://www.comforty.ru/upload/iblock/00a/00a40d814f9dd1a8d243b85fbd4bd9bc.jpg	https://www.comforty.ru/upload/iblock/521/52164300fabe1408cfca810addf1d03f.jpg	https://www.comforty.ru/upload/iblock/885/8858fd3ba76efb4de679d14be450febf.jpg	https://www.comforty.ru/upload/iblock/34e/34ece73b3d5c9cffd3943c9d707a8c3f.jpg	https://www.comforty.ru/upload/iblock/49e/49ef4ad640720df64b46ce447063638f.jpg	https://www.comforty.ru/upload/iblock/ed9/ed9d2d8f9525b631ce2885dbf12dc55f.jpg	-	-	-	-		https://www.comforty.ru/upload/iblock/1e4/1e4994a3f19789b985c06c957c1f10b7.jpg
00004148153	COMFORTY. Раковина 7138	Раковины	7138	4 420р.	6 170р.	6	410x145x330	410	145	330	Санфарфор	Белый	435	180	355	4630015257821	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 410*145*330 мм Цвет: белый Вес - 6 кг.  Способ установки: накладная раковина чаша Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-7138/	https://www.comforty.ru/upload/iblock/24f/24f8528f6158f5c9b240e1acf35c420b.jpg	https://www.comforty.ru/upload/iblock/05a/05ad6230a4696c9c446f50e81bc781f8.jpg	https://www.comforty.ru/upload/iblock/dbd/dbdf6ed0f78dfd10b91f502072f4623d.jpg	https://www.comforty.ru/upload/iblock/358/35892320557e8004288177c6c59ec167.jpg	https://www.comforty.ru/upload/iblock/091/09187a8eb1822961cd4194e524eded34.jpg	https://www.comforty.ru/upload/iblock/d44/d4427ae5907206c2c7e2af489111c3a8.jpg	-	-	-	-		https://www.comforty.ru/upload/iblock/0d9/0d96846057ad5610116c4db74be2ff1d.jpg
00004148154	COMFORTY. Раковина 7138BW черно/белая	Раковины	7138BW	6 730р.	9 400р.	6	410x145x330	410	145	330	Санфарфор	Черный	435	180	355	4630015257838	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 410*145*330 мм Цвет: черно-белый Вес - 6 кг.  Способ установки: накладная раковина чаша Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-7138bw/	https://www.comforty.ru/upload/iblock/c40/c408ef6f61db195bed7a8f318a8b9724.jpg	0	-	-	-	-	-	-	-	-		https://www.comforty.ru/upload/iblock/e6d/e6da3f6ec7875d1b9d5e246270107d8e.jpg
00004137209	COMFORTY. Раковина 7689	Раковины	7689	6 590р.	9 210р.	10	600x150x380	600	150	380	Санфарфор	Белый	635	190	405	4630015253984	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 600*150*380 Цвет: белый Вес - 10 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-7689/	https://www.comforty.ru/upload/iblock/799/7993e08371cf2252625cd9694b454cca.jpg	https://www.comforty.ru/upload/iblock/50c/50c6627d2e152bb772142d892a649702.jpg	https://www.comforty.ru/upload/iblock/619/6199de6561b1ffb7c7c2a3b5cef065c7.jpg	https://www.comforty.ru/upload/iblock/dba/dba63a5d784386fd006bcf02b79637de.jpg	https://www.comforty.ru/upload/iblock/fbe/fbe8418f54db149ae30b092e0288ea92.jpg	https://www.comforty.ru/upload/iblock/1ee/1eed5e106d7f299fba3f6d21f6489b78.jpg	https://www.comforty.ru/upload/iblock/c8c/c8cab60092e33353ee9bcd10e4dd5814.jpg	-	-	-		https://www.comforty.ru/upload/iblock/29e/29e0827620a1ef1f3c6224a2afb3b2ed.jpg
00004137211	COMFORTY. Раковина 78101	Раковины	78101	9 240р.	12 920р.	15	715x145x410	715	145	410	Санфарфор	Белый	740	170	435	4630015254004	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 715*145*410 Цвет: белый Вес - 15 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/70-76sm/rakovina-chasha-comforty-78101/	https://www.comforty.ru/upload/iblock/e3d/e3d11498191982cc2cc6e5af2f6adc66.jpg	https://www.comforty.ru/upload/iblock/2a1/2a1d8a0db925ad37fe0146dfdca0bc17.jpg	https://www.comforty.ru/upload/iblock/acb/acbc0498395e84f18f7f0b0ad133289a.jpg	https://www.comforty.ru/upload/iblock/226/226ac2d4521e6a619439a59212da7390.jpg	https://www.comforty.ru/upload/iblock/087/0879df862a1f384a82ec4be5610f8528.jpg	https://www.comforty.ru/upload/iblock/fdf/fdfdf05df9ee8f49f8579f315ca115f0.jpg	https://www.comforty.ru/upload/iblock/730/730bc939ce16f12b2e1409862d07076a.jpg	https://www.comforty.ru/upload/iblock/6c0/6c001772740be06d6318530bf59882e1.jpg	-	-		https://www.comforty.ru/upload/iblock/983/9833906f290293f6ae804323b73a261c.jpg
00004139758	COMFORTY. Раковина 78102	Раковины	78102	6 730р.	9 400р.	10	540x145x420	540	145	420	Санфарфор	Белый	565	175	445	4630015255025	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 540*145*420 Цвет: белый Вес - 9.5 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-78102/	https://www.comforty.ru/upload/iblock/7ce/7ceb33288604ea3c81b47cb3c8d02786.jpg	https://www.comforty.ru/upload/iblock/c65/c654469668aa0d49c8ab14bce41b7a2f.jpg	https://www.comforty.ru/upload/iblock/b0b/b0b589c4283503f0e0624b794e8e2ef8.jpg	https://www.comforty.ru/upload/iblock/d79/d79bdd15ea0f82b43717ebc29940ada8.jpg	https://www.comforty.ru/upload/iblock/422/422e9f0b29aaa2f087137a9ff46f7870.jpg	https://www.comforty.ru/upload/iblock/035/0357f664114286c3977d05419bc08557.jpg	https://www.comforty.ru/upload/iblock/7ba/7ba88b54d0d38d30dc55e4eda23ca1eb.jpg	-	-	-		https://www.comforty.ru/upload/iblock/48a/48a54932e29b877d03fd549bec7d2870.jpg
00004150351	COMFORTY. Раковина 78103	Раковины	78103	5 470р.	7 640р.	10,2	450x145x400	450	145	400	Санфарфор	Белый	470	185	425	4630015258859	Нет	Нет	Прямоугольная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 450*145*400 Цвет: белый Вес - 10.2 кг.  Способ установки: накладная Форма чаши: квадратная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-78103/	https://www.comforty.ru/upload/iblock/823/823613bfabdca23b198cdeb80af7704b.jpg	https://www.comforty.ru/upload/iblock/572/57282ba591577c46377710955fbef5da.jpg	https://www.comforty.ru/upload/iblock/8e2/8e2b5ca53c54136b78b00ef8b11fb49d.jpg	https://www.comforty.ru/upload/iblock/cda/cda8cea2f9becaafde30dd3dc5a99cca.jpg	https://www.comforty.ru/upload/iblock/ae6/ae6a87f7e6f466407225db5fa5133fb2.jpg	https://www.comforty.ru/upload/iblock/e69/e693d701fae25a8162b5ed5c777d1f55.jpg	https://www.comforty.ru/upload/iblock/692/692e3317a4b2ddd2f6688ea2ad1bc381.jpg	https://www.comforty.ru/upload/iblock/3a8/3a8ccbbae9faca120a140fa861f46e54.jpg	https://www.comforty.ru/upload/iblock/3a2/3a2ba09ef7a8e6e51bcb023f92b4118a.jpg	-		https://www.comforty.ru/upload/iblock/a75/a75897e04966aafe16c499aea013defd.jpg
00004150368	COMFORTY. Раковина 78105	Раковины	78105	5 470р.	7 640р.	9,18	455x135x325	455	135	325	Санфарфор	Белый	490	170	350	4630015258927	Нет	Нет	Прямоугольная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 455*135*325 Цвет: белый Вес - 9.18 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-78105/	https://www.comforty.ru/upload/iblock/d96/d9665bc12e864ad3b927c0d6025e4f1e.jpg	https://www.comforty.ru/upload/iblock/03e/03ec0937025df12c37ba33c3f71fc6db.jpg	https://www.comforty.ru/upload/iblock/0e0/0e08f6f9b67cf0c115a2d45dec9997f2.jpg	https://www.comforty.ru/upload/iblock/81b/81bc8b9fdd9433e1c76b775cfde3bd3d.jpg	https://www.comforty.ru/upload/iblock/c7c/c7cffbc45ce315207e1fccd6a6636ba0.jpg	https://www.comforty.ru/upload/iblock/341/341b689cf84dd75d0ba88ff8ee0cf809.jpg	https://www.comforty.ru/upload/iblock/396/3960aa299c206bc25a89b50ed109d2b6.jpg	https://www.comforty.ru/upload/iblock/c8e/c8ee3f2cf30bc89c02f142f6ca81a886.jpg	https://www.comforty.ru/upload/iblock/0f8/0f85e26fa47b69d51316340f4520f0e3.jpg	-		https://www.comforty.ru/upload/iblock/a1e/a1e169ae0d61e5067fe26b6198317209.jpg
00004150367	COMFORTY. Раковина 78106	Раковины	78106	5 470р.	7 640р.	9,2	425x145x425	425	145	425	Санфарфор	Белый	450	175	450	4630015258910	Нет	Нет	Квадратная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 425*145*425 Цвет: белый Вес - 9.2 кг.  Способ установки: накладная Форма чаши: квадратная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-78106/	https://www.comforty.ru/upload/iblock/aa7/aa760f1962ecc3b0943aa6692b6e1473.jpg	https://www.comforty.ru/upload/iblock/8f7/8f7574de1b901b89505c8efdade3db4a.jpg	https://www.comforty.ru/upload/iblock/f60/f605090b4330cc2e1bab1cdca6fda677.jpg	https://www.comforty.ru/upload/iblock/f63/f63950410f29ee2b2ef98ce74e09378e.jpg	https://www.comforty.ru/upload/iblock/805/805292118ad0f101347708a445a2d009.jpg	https://www.comforty.ru/upload/iblock/9ed/9ed87afb86b7d1e8cf5388a1e838996e.jpg	https://www.comforty.ru/upload/iblock/94f/94f4630fe476f5a9064047e37e0add0a.jpg	https://www.comforty.ru/upload/iblock/34c/34c5719d190bc8b70f5f2594ca37d4e3.jpg	-	-		https://www.comforty.ru/upload/iblock/e5a/e5a1966b2bd799d9973ff6999374c19b.jpg
00004137210	COMFORTY. Раковина 7811A	Раковины	7811A	7 150р.	9 990р.	8,5	620x145x340	620	145	340	Санфарфор	Белый	640	185	380	4630015253991	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 620*145*340 Цвет: белый Вес - 8.5 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-7811a/	https://www.comforty.ru/upload/iblock/162/16201c22a7126cd56e2b502e63cf67c0.jpg	https://www.comforty.ru/upload/iblock/578/57857fa71456d5958d3f30f77e3d2a3b.jpg	https://www.comforty.ru/upload/iblock/e67/e67c45aba79717218e1a4661331e07f8.jpg	https://www.comforty.ru/upload/iblock/41d/41d9a30f6d1b901be467e58c36335c14.jpg	https://www.comforty.ru/upload/iblock/549/549334a25c0152d1979b479701e2e835.jpg	https://www.comforty.ru/upload/iblock/115/115811fe212c775a4f5c14666695b2eb.jpg	https://www.comforty.ru/upload/iblock/145/145b111ecf39eec570d904bdc2bfb5c1.jpg	https://www.comforty.ru/upload/iblock/d00/d004485ab490653c2be681d62cb4c58a.jpg	https://www.comforty.ru/upload/iblock/e7c/e7c3f5f138b35f8c6f32d58e75aa0ce5.jpg	https://www.comforty.ru/upload/iblock/a23/a23e5b3b1d0a718dba2b1644b1b131df.jpg		https://www.comforty.ru/upload/iblock/8c5/8c53145ee3ed28cdfdb50cdd08d236df.jpg
00004139811	COMFORTY. Раковина 7811ABW черный/белый	Раковины	7811ABW	9 810р.	13 710р.	9,5	620x145x340	620	145	340	Санфарфор	Черный	640	185	380	4630015255100	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 620*145*340 Цвет: черно-белый Вес - 8.5 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-7811abw/	https://www.comforty.ru/upload/iblock/160/1600a25f516f18dcf0fe93e694ba4adb.jpg	https://www.comforty.ru/upload/iblock/aa5/aa508270640423e8bd715a0669e59e79.jpg	https://www.comforty.ru/upload/iblock/4b0/4b075416c06b860c17584b1ea9197fc6.jpg	https://www.comforty.ru/upload/iblock/3f9/3f956f4f4e0e4bb447ea68af66e298f2.jpg	https://www.comforty.ru/upload/iblock/1f4/1f425db80b4e63b1665ecb3ac4626d10.jpg	https://www.comforty.ru/upload/iblock/dfb/dfb18f46aedc5ae46a43127e85795840.jpg	https://www.comforty.ru/upload/iblock/e27/e27b9ae0de32c716388610a432d5a839.jpg	https://www.comforty.ru/upload/iblock/8d8/8d8272d363ad6c3f55bd395c5b258e2e.jpg	https://www.comforty.ru/upload/iblock/1f7/1f7faeb8dc2b3a96307e8d72c32c7144.jpg	-		https://www.comforty.ru/upload/iblock/8db/8db7b1feda1faad16e71d6c877ee9e1c.jpg
00004139782	COMFORTY. Раковина 7811ASJ золото	Раковины	7811ASJ	10 010р.	14 000р.	9,5	620x145x340	620	145	340	Санфарфор	Золото	640	185	380	4630015255162	Нет	Нет	Овальная	Накладная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 620*145*340 Цвет: золото Вес - 8.5 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-7811asj/	https://www.comforty.ru/upload/iblock/4ad/4ad55ec5b9f9c100d06b6b3883b20bfe.jpg	https://www.comforty.ru/upload/iblock/99c/99c56e14027debb81b889099aad2efa4.jpg	https://www.comforty.ru/upload/iblock/6e7/6e7aff0a312eb6336f1652d2b734ec60.jpg	https://www.comforty.ru/upload/iblock/4ff/4ffefdbfbb65657cf81905c6b5447cdd.jpg	https://www.comforty.ru/upload/iblock/772/772f1d33524f8252d18223a6517be3dd.jpg	https://www.comforty.ru/upload/iblock/03c/03c9f63ea02a1951cff4a3408e65320d.jpg	https://www.comforty.ru/upload/iblock/d4c/d4c7514e6d3d87bf484670bed392049b.jpg	https://www.comforty.ru/upload/iblock/d79/d79f31b764e89993d837c539414e935e.jpg	https://www.comforty.ru/upload/iblock/6dd/6dda2de929cf0c54d8061718cb2715a4.jpg	https://www.comforty.ru/upload/iblock/eb0/eb049127ff568e181d96ba57cbf40709.jpg		https://www.comforty.ru/upload/iblock/eff/eff097cbf9708b9fea3688edf84feb4c.jpg
00004139781	COMFORTY. Раковина 7811ASS серебро	Раковины	7811ASS	7 710р.	10 770р.	9,5	620x145x340	620	145	340	Санфарфор	Серебро	640	185	380	4630015255179	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 620*145*340 Цвет: серебро Вес - 8.5 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-7811ass/	https://www.comforty.ru/upload/iblock/335/3355aaee333c27d3937395f94e258d83.jpg	https://www.comforty.ru/upload/iblock/fe2/fe2c2b2d5fd867b540de50f05e5ad400.jpg	https://www.comforty.ru/upload/iblock/02c/02cd47ce24c3afc8659cb07029894a36.jpg	https://www.comforty.ru/upload/iblock/1b5/1b5938076861dc9db54b1948724e4c6a.jpg	https://www.comforty.ru/upload/iblock/544/54485f124c76156ada7bf360ab79ecc9.jpg	-	-	-	-	-		https://www.comforty.ru/upload/iblock/3e6/3e645256253889f41d64d40144223519.jpg
